V,Libelle GEN,Libelle ROME,Code ROME,score
Non,Forgeur numérique,Responsable d'atelier d'impression,E1303,25
Non,Chargé de communication web,Responsable de communication en entreprise,E1103,10
Non,Chef de projet communication digitale,Responsable de communication en entreprise,E1103,23
Non,Chargé de communication web,Responsable de communication externe,E1103,4
Non,Chef de projet communication digitale,Responsable de communication externe,E1103,10
Non,Responsable CRM,Responsable de communication interne,E1103,54
Non,Chef de projet web,Responsable de communication interne,E1103,48
Non,Webmaster,Responsable de communication interne,E1103,21
Non,Technicien de déploiement de fibre optique,Responsable de domaine télécoms,M1803,18
Non,Technicien en télécommunication,Responsable de domaine télécoms,M1803,43
Non,Chef de projet web,Responsable de gestion de configuration,M1805,41
Non,Webmaster,Responsable de gestion de configuration,M1805,11
Oui,Responsable CRM,Responsable de la communication,E1103,70
Non,Ingénieur DevOps,Responsable de la programmation de spectacles,L1302,22
Non,Développeur Mobile,Responsable de la programmation de spectacles,L1302,60
Non,Developpeur Back-End,Responsable de la programmation de spectacles,L1302,21
Non,Gestionnaire de base de données,Responsable de la teinte,H1201,3
Non,Architecte base de données,Responsable de la teinte,H1201,45
Non,Technicien de déploiement de fibre optique,Responsable de minilaboratoire de tirage photographique,E1203,25
Non,Chef de projet e-commerce,Responsable de produits d'édition,E1105,18
Non,Technicien de déploiement de fibre optique,Responsable de programmes réseaux de télécoms,M1804,4
Non,Developpeur IOT,Responsable de programmes réseaux de télécoms,M1804,33
Non,Directeur de projet,Responsable de projet architecture informatique,M1803,6
Non,Chef de projet digital,Responsable de projet architecture informatique,M1803,59
Non,Directeur de projet,Responsable de projet architecture télécoms,M1803,35
Non,Chef de projet digital,Responsable de projet architecture télécoms,M1803,18
Non,Directeur de projet,Responsable de projet d'affaires en industrie,H1102,54
Non,Chef de projet digital,Responsable de projet d'affaires en industrie,H1102,52
Non,Chef de projet agile,Responsable de projet d'affaires en industrie,H1102,37
Non,Directeur de projet,Responsable de projet industriel,H1206,12
Non,Chef de projet digital,Responsable de projet industriel,H1206,20
Oui,Directeur de projet,Responsable de projet informatique,M1805,81
Oui,Chef de projet digital,Responsable de projet informatique,M1805,59
Non,Directeur de projet,Responsable de projet publicitaire,E1401,16
Non,Chef de projet digital,Responsable de projet publicitaire,E1401,24
Non,Technicien de déploiement de fibre optique,Responsable de réseaux télécoms,M1803,24
Non,Technicien en télécommunication,Responsable de réseaux télécoms,M1803,40
Non,Responsable CRM,Responsable des développements informatiques,M1805,46
Non,Gestionnaire de parc micro-informatique,Responsable des développements informatiques,M1805,27
Non,Expert en technologie de l’information,Responsable des développements informatiques,M1805,49
Non,Responsable CRM,Responsable des relations extérieures,E1103,0
Non,Responsable CRM,Responsable des relations internes,E1103,28
Non,Responsable CRM,Responsable des relations presse,E1103,14
Non,Responsable Sécurité de l'information,Responsable des systèmes d'information,M1803,47
Non,Gestionnaire de parc micro-informatique,Responsable des systèmes informatiques,M1803,49
Non,Expert systèmes et réseaux,Responsable des systèmes informatiques,M1803,46
Non,Ingénieur DevOps,Responsable d'exploitation informatique,M1803,39
Non,Technicien réseau,Responsable du réseau informatique,M1803,30
Non,Administrateur réseau,Responsable du réseau informatique,M1803,5
Non,Responsable marketing digital,Responsable du service prépresse,E1306,16
Non,Technicien de déploiement de fibre optique,Responsable d'un service télécoms,M1803,16
Non,Responsable communication digitale,Responsable média,E1402,27
Non,Chef de projet systèmes d'information,Responsable sécurité des systèmes d'information,M1802,53
Non,Technicien helpdesk,Responsable support technique clients,H1101,12
Non,Spécialiste support,Responsable support technique clients,H1101,26
Non,Responsable sécurité des systèmes d'information,Responsable Système d'Information Géographique -SIG-,M1808,30
Non,Responsable Sécurité de l'information,Responsable Système d'Information Géographique -SIG-,M1808,55
Non,Technicien d'exploitation,Responsable Système d'Information Géographique -SIG-,M1808,49
Non,Technicien de déploiement de fibre optique,Responsable télécoms,M1803,18
Non,Technicien en télécommunication,Responsable télécoms,M1803,6
Non,UX Designer,Roughman / Roughwoman en design,H1204,45
Non,UI Designer,Roughman / Roughwoman en design,H1204,44
Non,Infographiste,Roughman / Roughwoman en design,H1204,38
Non,Créateur d'entreprise,Second / Seconde d'atelier,H1205,33
Non,Fablab manager,Second / Seconde d'atelier,H1205,42
Non,Forgeur numérique,Second / Seconde d'atelier,H1205,25
Non,Vidéaste,Secrétaire de production cinéma,L1302,30
Non,Développeur IA,Secrétaire de production cinéma,L1302,53
Non,Vidéaste,Secrétaire de production de spectacles,L1302,6
Non,Développeur IA,Secrétaire de production de spectacles,L1302,17
Oui,Technicien système et réseau,Technicien / Technicienne des systèmes d'information et de télécommunications,M1807,90
Non,Technicien helpdesk,Spécialiste support technique,H1101,3
Non,Conseiller support technique,Spécialiste support technique,H1101,51
Non,Technicien helpdesk,Support technique hot line en informatique,I1401,52
Non,Spécialiste support,Support technique hot line en informatique,I1401,52
Non,Technicien système et réseau,Technicien / Technicienne biologiste en recherche-développement,H1210,7
Non,Technicien helpdesk,Technicien / Technicienne bureau d'études maroquinerie,H1205,29
Non,Technicien système et réseau,Technicien / Technicienne bureau d'études maroquinerie,H1205,9
Non,Technicien système et réseau,Technicien / Technicienne chimiste en recherche-développement,H1210,11
Non,Technicien helpdesk,Technicien / Technicienne coloriste en industrie,H1201,37
Non,Technicien système et réseau,Technicien / Technicienne coloriste en industrie,H1201,44
Non,Technicien système et réseau,Technicien / Technicienne coloriste en recherche et développement,H1201,25
Non,Technicien helpdesk,Technicien / Technicienne communication aux armées,M1807,52
Non,Technicien système et réseau,Technicien / Technicienne communication aux armées,M1807,51
Non,Technicien système et réseau,Technicien / Technicienne d'analyse et d'essais métallurgique,H1210,16
Non,Expert en technologie de l’information,Technicien / Technicienne d'analyse et d'essais métallurgique,H1210,27
Non,Gestionnaire de parc micro-informatique,Technicien / Technicienne d'analyse et d'essais métallurgique,H1210,8
Non,Technicien d'exploitation,Technicien / Technicienne de développement technologique,H1210,53
Non,Technicien système et réseau,Technicien / Technicienne de développement technologique,H1210,19
Non,Expert en technologie de l’information,Technicien / Technicienne de développement technologique,H1210,44
Non,Technicien helpdesk,Technicien / Technicienne de fabrication d'édition,E1308,44
Non,Technicien système et réseau,Technicien / Technicienne de fabrication d'édition,E1308,6
Non,Gestionnaire de parc micro-informatique,Technicien / Technicienne de fabrication d'édition,E1308,11
Non,Technicien helpdesk,Technicien / Technicienne de la météorologie,M1809,59
Non,Technicien système et réseau,Technicien / Technicienne de la météorologie,M1809,10
Non,Développeur IA,Technicien / Technicienne de laboratoire de recherche,H1210,53
Non,Développeur machine learning,Technicien / Technicienne de laboratoire de recherche,H1210,49
Non,Technicien helpdesk,Technicien / Technicienne de laboratoire d'essais,H1210,47
Non,Technicien système et réseau,Technicien / Technicienne de laboratoire d'essais,H1210,39
Non,Gestionnaire de parc micro-informatique,Technicien / Technicienne de laboratoire d'essais,H1210,10
Non,Technicien helpdesk,Technicien / Technicienne de laboratoire photographique,E1203,4
Non,Technicien système et réseau,Technicien / Technicienne de laboratoire photographique,E1203,32
Non,Gestionnaire de parc micro-informatique,Technicien / Technicienne de maintenance de réseaux informatiques,I1401,32
Non,Expert en technologie de l’information,Technicien / Technicienne de maintenance de réseaux informatiques,I1401,33
Non,Technicien système et réseau,Technicien / Technicienne de maintenance de réseaux informatiques,I1401,34
Non,Gestionnaire de parc micro-informatique,Technicien / Technicienne de maintenance de réseaux télématiques,I1401,37
Non,Expert en technologie de l’information,Technicien / Technicienne de maintenance de réseaux télématiques,I1401,52
Non,Technicien système et réseau,Technicien / Technicienne de maintenance de réseaux télématiques,I1401,34
Non,Gestionnaire de parc micro-informatique,Technicien / Technicienne de maintenance de systèmes informatiques,I1401,25
Non,Technicien système et réseau,Technicien / Technicienne de maintenance de systèmes informatiques,I1401,60
Non,Expert en technologie de l’information,Technicien / Technicienne de maintenance en bureautique,I1401,50
Oui,Technicien helpdesk,Technicien / Technicienne de maintenance en bureautique,I1401,71
Non,Technicien système et réseau,Technicien / Technicienne de maintenance en bureautique,I1401,15
Non,Gestionnaire de parc micro-informatique,Technicien / Technicienne de maintenance en informatique,I1401,53
Non,Expert en technologie de l’information,Technicien / Technicienne de maintenance en informatique,I1401,26
Oui,Technicien helpdesk,Technicien / Technicienne de maintenance en informatique,I1401,49
Non,Expert en technologie de l’information,Technicien / Technicienne de maintenance en matériel de bureau,I1401,28
Non,Technicien en télécommunication,Technicien / Technicienne de maintenance en matériel de bureau,I1401,11
Non,Technicien de déploiement de fibre optique,Technicien / Technicienne de maintenance en matériels domestiques électroniques,I1402,13
Non,Technicien de déploiement de fibre optique,Technicien / Technicienne de maintenance en matériels informatiques,I1401,56
Non,Technicien de déploiement de fibre optique,Technicien / Technicienne de maintenance en matériels photographiques,I1402,41
Non,Expert en technologie de l’information,Technicien / Technicienne de maintenance en monétique,I1401,54
Non,Technicien helpdesk,Technicien / Technicienne de maintenance en monétique,I1401,58
Non,Technicien système et réseau,Technicien / Technicienne de maintenance en monétique,I1401,50
Non,Technicien helpdesk,Technicien / Technicienne de mesures aérodynamiques,H1210,50
Non,Technicien système et réseau,Technicien / Technicienne de mesures aérodynamiques,H1210,56
Non,Technicien helpdesk,Technicien / Technicienne de préparation contrôle composition,E1308,22
Non,Technicien système et réseau,Technicien / Technicienne de préparation contrôle composition,E1308,10
Non,Technicien helpdesk,Technicien / Technicienne de préparation contrôle photogravure,E1308,43
Non,Technicien système et réseau,Technicien / Technicienne de préparation contrôle photogravure,E1308,9
Non,Technicien système et réseau,Technicien / Technicienne de recherche alimentaire,H1210,55
Non,Technicien système et réseau,Technicien / Technicienne de recherche appliquée,H1210,54
Non,Technicien helpdesk,Technicien dépanneur / Technicienne dépanneuse gros électroménagers,I1402,60
Non,Technicien système et réseau,Technicien dépanneur / Technicienne dépanneuse gros électroménagers,I1402,34
Non,Technicien helpdesk,Technicien dépanneur / Technicienne dépanneuse petits électroménagers,I1402,34
Non,Technicien système et réseau,Technicien dépanneur / Technicienne dépanneuse petits électroménagers,I1402,59
Non,Technicien helpdesk,Technicien / Technicienne des industries graphiques,E1308,35
Non,Technicien système et réseau,Technicien / Technicienne des industries graphiques,E1308,16
Non,Technicien helpdesk,Technicien / Technicienne d'études en automatisme,H1208,29
Non,Technicien système et réseau,Technicien / Technicienne d'études en automatisme,H1208,25
Non,Expert en technologie de l’information,Technicien / Technicienne d'études en automatisme,H1208,18
Non,Technicien système et réseau,Technicien / Technicienne d'études en systèmes mécaniques automatisés,H1208,33
Non,Technicien helpdesk,Technicien / Technicienne d'études instrumentaliste,H1208,5
Non,Technicien système et réseau,Technicien / Technicienne d'études instrumentaliste,H1208,27
Non,Technicien système et réseau,Technicien / Technicienne d'expérimentation en recherche,H1210,8
Non,Expert en technologie de l’information,Technicien / Technicienne d'expérimentation en recherche,H1210,54
Non,Technicien helpdesk,Technicien / Technicienne d'exploitation informatique,M1810,47
Non,Technicien système et réseau,Technicien / Technicienne d'exploitation informatique,M1810,31
Non,Gestionnaire de parc micro-informatique,Technicien / Technicienne d'exploitation informatique,M1810,58
Non,Technicien helpdesk,Technicien / Technicienne d'exploitation télécommunication,M1807,12
Non,Technicien système et réseau,Technicien / Technicienne d'exploitation télécommunication,M1807,14
Non,Technicien helpdesk,Technicien / Technicienne d'instrumentation scientifique,H1210,15
Non,Technicien système et réseau,Technicien / Technicienne d'instrumentation scientifique,H1210,27
Non,Expert en technologie de l’information,Administrateur / Administratrice système et réseaux d'information et de communication,M1801,46
Non,"Spécialiste systèmes, réseaux et sécurité",Administrateur / Administratrice système et réseaux d'information et de communication,M1801,2
Non,Architecte base de données,Administrateur / Administratrice de plateforme de service,M1801,3
Non,Technicien base de données,Administrateur / Administratrice de plateforme de service,M1801,22
Non,Traffic manager,Bid manager,H1102,0
Non,Content manager,Bid manager,H1102,19
Non,Chef de projet digital,Chief Technical Officer - CTO,M1802,50
Non,Chef de projet agile,Chief Technical Officer - CTO,M1802,5
Non,Chef de projet technique,Chief Technical Officer - CTO,M1802,10
Non,Traffic manager,Project Manager,M1803,53
Non,Content manager,Project Manager,M1803,48
Non,Directeur de projet,Project Manager,M1803,36
Non,Développeur blockchain,Développeur / Développeuse front-end,M1805,14
Non,Développeur blockchain,Développeur / Développeuse back-end,M1805,1
Non,Community manager,Project Management Officer - PMO,M1806,1
Non,Veilleur e-reputation,Project Management Officer - PMO,M1806,29
Non,Technicien système et réseau,Technicien électromécanicien / Technicienne électromécanicienne en études et développement,H1209,39
Non,Technicien helpdesk,Technicien électronicien / Technicienne électronicienne de développement,H1209,11
Non,Technicien système et réseau,Technicien électronicien / Technicienne électronicienne de développement,H1209,47
Non,Technicien helpdesk,Technicien électronicien / Technicienne électronicienne d'études,H1209,58
Non,Technicien système et réseau,Technicien électronicien / Technicienne électronicienne d'études,H1209,36
Non,Technicien helpdesk,Technicien / Technicienne en communication,M1807,59
Non,Technicien système et réseau,Technicien / Technicienne en communication,M1807,2
Non,Expert en technologie de l’information,Technicien / Technicienne en communication,M1807,31
Non,Technicien système et réseau,Technicien / Technicienne en conception de systèmes automatisés,H1208,37
Non,Technicien système et réseau,"Technicien / Technicienne en conception électronique, électrique",H1202,47
Non,Developpeur Front-End,Technicien / Technicienne en développement,H1210,26
Non,Développeur d'applications,Technicien / Technicienne en développement,H1210,36
Non,Développeur Web / Mobile,Technicien / Technicienne en développement,H1210,28
Non,Expert en technologie de l’information,Technicien / Technicienne en développement de procédés,H1210,59
Non,Technicien helpdesk,Technicien / Technicienne en développement de procédés,H1210,4
Non,Developpeur Back-End,Technicien / Technicienne en développement de procédés,H1210,30
Non,Technicien helpdesk,Technicien / Technicienne en électroménager,I1402,22
Non,Technicien système et réseau,Technicien / Technicienne en électroménager,I1402,18
Non,Expert en technologie de l’information,Technicien / Technicienne en électroménager,I1402,41
Non,Technicien système et réseau,Technicien / Technicienne en électronique études et développement,H1209,12
Non,Technicien système et réseau,Technicien / Technicienne en électrotechnique études et développement,H1209,53
Non,Technicien helpdesk,Technicien / Technicienne en expérimentation animale,H1210,12
Non,Technicien système et réseau,Technicien / Technicienne en expérimentation animale,H1210,39
Non,Technicien helpdesk,Technicien / Technicienne en expérimentation végétale,H1210,56
Non,Technicien système et réseau,Technicien / Technicienne en expérimentation végétale,H1210,20
Non,Technicien système et réseau,Technicien / Technicienne en implantation et routage électronique,H1202,25
Non,Technicien helpdesk,Technicien / Technicienne en informatique industrielle,H1208,20
Non,Technicien système et réseau,Technicien / Technicienne en informatique industrielle,H1208,18
Non,Technicien système et réseau,Technicien / Technicienne en mesures physiques et essais,H1210,56
Non,Technicien système et réseau,Technicien / Technicienne en microélectronique études et développement,H1209,14
Non,Gestionnaire de parc micro-informatique,Technicien / Technicienne en micro-informatique et bureautique,I1401,10
Non,Technicien système et réseau,Technicien / Technicienne en micro-informatique et bureautique,I1401,44
Non,Gestionnaire de parc micro-informatique,Technicien / Technicienne en micro-informatique et réseaux,I1401,25
Non,Expert en technologie de l’information,Technicien / Technicienne en micro-informatique et réseaux,I1401,31
Non,Technicien système et réseau,Technicien / Technicienne en recherche scientifique,H1210,12
Non,Technicien système et réseau,Technicien / Technicienne en recherche-développement,H1210,47
Non,Technicien helpdesk,Technicien / Technicienne en reprographie,E1307,42
Non,Technicien système et réseau,Technicien / Technicienne en reprographie,E1307,7
Non,Expert en technologie de l’information,Technicien / Technicienne en reprographie,E1307,13
Non,Technicien cloud,Technicien / Technicienne en reprographie numérique,E1307,5
Non,Technicien système et réseau,Technicien / Technicienne en reprographie numérique,E1307,7
Non,Technicien système et réseau,Technicien / Technicienne en réseau local informatique,I1401,27
Non,Gestionnaire de parc micro-informatique,Technicien / Technicienne en réseau local informatique,I1401,19
Non,Technicien helpdesk,Technicien / Technicienne en robotique,H1208,48
Non,Technicien système et réseau,Technicien / Technicienne en robotique,H1208,51
Non,Expert en technologie de l’information,Technicien / Technicienne en robotique,H1208,7
Non,Technicien helpdesk,Technicien / Technicienne en sciences des matériaux,H1210,31
Non,Technicien système et réseau,Technicien / Technicienne en sciences des matériaux,H1210,44
Non,Expert en technologie de l’information,Technicien / Technicienne en sciences des matériaux,H1210,2
Non,Expert en technologie de l’information,Technicien / Technicienne en système naturels,H1210,26
Non,Technicien helpdesk,Technicien / Technicienne en système naturels,H1210,14
Non,Technicien helpdesk,Technicien / Technicienne en techniques expérimentales,H1210,26
Non,Expert en technologie de l’information,Technicien / Technicienne en téléassistance en informatique,I1401,35
Non,Technicien helpdesk,Technicien / Technicienne en téléassistance en informatique,I1401,45
Non,Technicien cybersécurité,Technicien / Technicienne en téléassistance en informatique,I1401,16
Non,Technicien système et réseau,Technicien / Technicienne en télécommunications études et développement,H1209,22
Non,Technicien helpdesk,"Technicien / Technicienne en télévision, hi-fi",I1402,32
Non,Technicien système et réseau,"Technicien / Technicienne en télévision, hi-fi",I1402,9
Non,Technicien système et réseau,Technicien / Technicienne études électriques,H1209,43
Non,Technicien système et réseau,Technicien / Technicienne exploitation systèmes acoustiques,M1807,29
Non,Technicien helpdesk,Technicien / Technicienne exploitation systèmes acoustiques,M1807,36
Non,Technicien cloud,Technicien / Technicienne exploitation systèmes acoustiques,M1807,27
Non,Technicien helpdesk,Technicien / Technicienne finissage des peaux,H1201,53
Non,Technicien système et réseau,Technicien / Technicienne finissage des peaux,H1201,29
Non,Technicien helpdesk,Technicien / Technicienne galéniste,H1210,24
Non,Technicien système et réseau,Technicien / Technicienne galéniste,H1210,46
Non,Technicien helpdesk,Technicien géomaticien / Technicienne géomaticienne,M1808,15
Non,Technicien système et réseau,Technicien géomaticien / Technicienne géomaticienne,M1808,47
Non,Technicien helpdesk,Technicien / Technicienne informatique,M1810,27
Non,Technicien système et réseau,Technicien / Technicienne informatique,M1810,11
Non,Technicien de déploiement de fibre optique,Technicien / Technicienne ingénierie réseaux de télécoms,M1804,52
Non,Technicien en télécommunication,Technicien / Technicienne ingénierie réseaux de télécoms,M1804,44
Non,Technicien système et réseau,Technicien / Technicienne ingénierie réseaux de télécoms,M1804,24
Non,Technicien système et réseau,Technicien / Technicienne laboratoire de recherche-développement,H1210,19
Non,Technicien système et réseau,Technicien / Technicienne métallurgiste en recherche et développement,H1210,39
Non,Technicien helpdesk,Technicien / Technicienne météorologiste-océanographe,M1809,21
Non,Technicien système et réseau,Technicien / Technicienne météorologiste-océanographe,M1809,55
Non,Technicien helpdesk,Technicien / Technicienne programmation,M1805,29
Non,Technicien système et réseau,Technicien / Technicienne programmation,M1805,53
Non,Technicien helpdesk,Technicien rédacteur / Technicienne rédactrice en industrie,H1207,54
Non,Technicien système et réseau,Technicien rédacteur / Technicienne rédactrice en industrie,H1207,6
Non,Technicien système et réseau,Technicien / Technicienne réseau informatique,M1810,2
Non,Administrateur réseau,Technicien / Technicienne réseau informatique,M1810,47
Non,Technicien helpdesk,Technicien restituteur / Technicienne restitutrice photogrammètre,M1808,9
Non,Technicien système et réseau,Technicien restituteur / Technicienne restitutrice photogrammètre,M1808,51
Non,Technicien helpdesk,Technicien supérieur / Technicienne supérieure en automatique,H1208,12
Non,Technicien système et réseau,Technicien supérieur / Technicienne supérieure en automatique,H1208,39
Non,Technicien helpdesk,Technicien supérieur / Technicienne supérieure en automatisme,H1208,15
Non,Technicien système et réseau,Technicien supérieur / Technicienne supérieure en automatisme,H1208,22
Non,Technicien helpdesk,Technicien / Technicienne support client,H1101,32
Non,Conseiller support technique,Technicien / Technicienne support client,H1101,48
Non,Technicien helpdesk,Technicien / Technicienne support en bureautique,I1401,17
Non,Technicien système et réseau,Technicien / Technicienne support en bureautique,I1401,59
Non,Technicien helpdesk,Technicien / Technicienne support en systèmes téléinformatiques,I1401,36
Non,Technicien système et réseau,Technicien / Technicienne support en systèmes téléinformatiques,I1401,29
Non,Technicien helpdesk,Technicien / Technicienne support technique,H1101,24
Non,Gestionnaire de parc micro-informatique,Technicien / Technicienne système informatique,M1810,32
Non,Technicien helpdesk,Technicien / Technicienne système informatique,M1810,2
Non,Technicien d'exploitation,Technicien / Technicienne Systèmes d'Information Géographique -SIG-,M1808,19
Non,Responsable sécurité des systèmes d'information,Technicien / Technicienne Systèmes d'Information Géographique -SIG-,M1808,42
Non,Délégué à la protection des données (DPD),Thermicien / Thermicienne de l'industrie,H1206,13
Non,Chargé de production vidéos,Tireur / Tireuse de plans,E1307,48
Non,Vidéaste,Tireur / Tireuse de plans,E1307,53
Non,Developpeur Front-End,Tireur-développeur / Tireuse-développeuse en photographie,E1203,44
Non,Développeur blockchain,Tireur-développeur / Tireuse-développeuse en photographie,E1203,30
Non,Délégué à la protection des données (DPD),Toxicologue de l'industrie,H1206,40
Non,Technicien d'exploitation,Traducteur / Traductrice d'édition,E1108,37
Non,Créateur d'entreprise,Traducteur / Traductrice d'édition,E1108,46
Non,Administrateur Système d'information,Traducteur / Traductrice d'édition,E1108,26
Non,Expert en système d’information,Traducteur expert / Traductrice experte,E1108,60
Non,Expert en système d’information,Traducteur expert / Traductrice experte judiciaire,E1108,52
Non,Technicien helpdesk,Traducteur technique / Traductrice technique,E1108,48
Non,Spécialiste support,Traducteur technique / Traductrice technique,E1108,2
Non,Content manager,Traffic manager,E1402,60
Non,Chef de projet systèmes d'information,Urbaniste des systèmes d'information,M1806,51
Non,Technicien d'exploitation,Urbaniste des systèmes d'information,M1806,43
Non,Délégué à la protection des données (DPD),Vétérinaire de l'industrie,H1206,59
Non,Intégrateur web,Web designer,E1205,37
Non,UX Designer,Web designer,E1205,49
Non,UI Designer,Web designer,E1205,15
Non,Webmaster,Webmaster concepteur / conceptrice de site web,E1104,57
Non,Chef de projet web,Webmaster concepteur / conceptrice de site web,E1104,13
Non,Intégrateur web,Webmaster concepteur / conceptrice de site web,E1104,39
Non,Développeur blockchain,Webmaster développeur / développeuse,M1805,53
Non,Développeur Mobile,Webmaster développeur / développeuse,M1805,20
Non,Développeur d'applications,Webmaster développeur / développeuse,M1805,25
Non,Chef de projet communication digitale,Webmaster chargé / chargée de communication,E1103,50
Non,UX Designer,Writer designer,E1102,31
Non,UI Designer,Writer designer,E1102,11
Non,Motion Designer,Writer designer,E1102,1
Non,Chef de projet digital,Chef de projet TMA - Tierce Maintenance Applicative,M1805,48
Non,Chef de projet agile,Chef de projet TMA - Tierce Maintenance Applicative,M1805,40
Non,Chef de projet technique,Chef de projet TMA - Tierce Maintenance Applicative,M1805,57
Non,Vidéaste,Attaché / Attachée de production de spectacles,L1302,1
Non,Développeur IA,Attaché / Attachée de production de spectacles,L1302,24
Non,Digital business developer,Analyste décisionnel - Business Intelligence,M1805,51
Non,Technicien système et réseau,Technicien / Technicienne en développement systèmes laser,H1210,32
Non,Technicien cybersécurité,Technicien / Technicienne en développement systèmes laser,H1210,42
Non,Fablab manager,Stéréographe 3D,E1205,47
Non,Forgeur numérique,Stéréographe 3D,E1205,5
Non,Ingenieur systèmes,Ingénieur / Ingénieure recherche développement packaging,H1206,48
Non,Ingénieur en Machine Learning,Ingénieur / Ingénieure recherche développement packaging,H1206,13
Non,Veilleur e-reputation,Community manager,E1101,43
Non,Traffic manager,Community manager,E1101,2
Non,Gestionnaire de base de données,Administrateur / Administratrice de production de spectacles,L1302,35
Non,Architecte base de données,Administrateur / Administratrice de production de spectacles,L1302,24
Oui,Chargé de production vidéos,Chargé / Chargée d'antenne audiovisuelle,L1302,66
Non,Chef de projet digital,Chef de projets traduction,E1108,20
Non,Chef de projet agile,Chef de projets traduction,E1108,50
Non,Chef de projet technique,Chef de projets traduction,E1108,48
Non,Développeur blockchain,Développeur / Développeuse décisionnel - Business Intelligence,M1805,1
Non,Développeur Mobile,Développeur / Développeuse décisionnel - Business Intelligence,M1805,40
Non,Game designer,Directeur / Directrice artistique - jeux vidéo,E1104,17
Non,Réalisateur de jeux vidéos,Directeur / Directrice artistique - jeux vidéo,E1104,24
Non,Chargé de production vidéos,Directeur / Directrice de création - jeux vidéo,E1104,39
Oui,Game designer,Level designer - jeux vidéo,E1104,100
Non,Réalisateur de jeux vidéos,Lead game designer - jeux vidéo,E1104,46
Non,Développeur de jeux vidéos,Lead game designer - jeux vidéo,E1104,44
Non,Game designer,Lead graphiste - jeux vidéo,E1205,55
Non,Réalisateur de jeux vidéos,Lead graphiste - jeux vidéo,E1205,43
Non,Game designer,Graphiste 2 D - jeux vidéo,E1205,25
Non,Réalisateur de jeux vidéos,Graphiste 2 D - jeux vidéo,E1205,20
Non,Fablab manager,Graphiste 3 D,E1205,31
Non,Forgeur numérique,Graphiste 3 D,E1205,18
Non,Fablab manager,Modeleur / Modeleuse 3 D,E1205,51
Oui,Forgeur numérique,Modeleur / Modeleuse 3 D,E1205,89
Non,Technicien d'exploitation,Modeleur / Modeleuse 3 D,E1205,18
Non,Fablab manager,Infographiste 3 D,E1205,52
Non,Forgeur numérique,Infographiste 3 D,E1205,7
Non,Game designer,Lead programmeur / programmeuse - jeux vidéo,M1805,36
Non,Réalisateur de jeux vidéos,Lead programmeur / programmeuse - jeux vidéo,M1805,12
Non,Game designer,Programmeur / Programmeuse - jeux vidéo,M1805,60
Non,Réalisateur de jeux vidéos,Programmeur / Programmeuse - jeux vidéo,M1805,3
Non,Game designer,Développeur / Développeuse - jeux vidéo,M1805,43
Non,Chef de projet digital,Chef de projet évènementiel,E1107,10
Non,Chef de projet agile,Chef de projet évènementiel,E1107,3
Non,Chef de projet technique,Chef de projet évènementiel,E1107,3
Non,Chef de projet agile,Chargé / Chargée des relations publiques digitales,E1103,28
Non,Chef de projet technique,Chargé / Chargée des relations publiques digitales,E1103,26
Non,Coordinateur de projet,Chargé / Chargée des relations publiques digitales,E1103,11
Non,Intégrateur web,Directeur / Directrice artistique web,E1104,10
Non,Développeur Web,Directeur / Directrice artistique web,E1104,33
Non,Webmaster,Directeur / Directrice artistique web,E1104,60
Non,Forgeur numérique,Animateur / Animatrice d'espace public numérique,G1202,50
Non,Couteau suisse du numérique,Animateur / Animatrice d'espace public numérique,G1202,5
Non,Référent digital,Animateur / Animatrice d'espace public numérique,G1202,20
Oui,Réalisateur de jeux vidéos,Concepteur / Conceptrice de jeux web online,E1104,49
Non,Développeur de jeux vidéos,Concepteur / Conceptrice de jeux web online,E1104,59
Non,Webmaster,Concepteur / Conceptrice de jeux web online,E1104,53
Oui,Ingénieur Cloud computing,Architecte cloud,M1802,48
Non,Intégrateur web,Ingénieur / Ingénieure sécurité web,M1802,0
Oui,Security Architect,Ingénieur / Ingénieure sécurité web,M1802,40
Oui,Analyste SOC,Expert / Experte en cybersécurité,M1802,61
Non,Technicien helpdesk,Technicien / Technicienne d'études cliniques,H1210,50
Non,Technicien système et réseau,Technicien / Technicienne d'études cliniques,H1210,11
Non,Responsable Sécurité de l'information,Architecte de sécurité des systèmes d'information,M1802,11
Non,Chef de projet systèmes d'information,Architecte de sécurité des systèmes d'information,M1802,4
Non,Expert en système d’information,Auditeur / Auditrice en sécurité des systèmes d'information,M1802,17
Oui,Responsable Sécurité de l'information,Auditeur / Auditrice en sécurité des systèmes d'information,M1802,58
Oui,Analyste SOC,Analyste en cybersécurité,M1805,75
Non,Chef de projet systèmes d'information,Développeur / Développeuse de sécurité des systèmes d'information,M1805,58
Non,Analyste SOC,Opérateur / Opératrice en cybersécurité,M1810,8
Non,Chef de projet web,Spécialiste en gestion de crise cyber,M1810,45
Non,Webmaster,Spécialiste en gestion de crise cyber,M1810,55
Oui,Chef de projet communication digitale,Chargé / Chargée de communication on line,E1103,64
Non,Webmaster,Chargé / Chargée de communication web,E1103,54
Non,Chef de projet web,Chargé / Chargée de communication web,E1103,30
Non,Intégrateur web,Chargé / Chargée de communication web,E1103,43
Non,Journaliste web,Responsable éditorial / éditoriale web,E1106,48
Non,Content manager,Responsable éditorial / éditoriale web,E1106,42
Non,Traffic manager,Data manager,M1802,5
Non,Content manager,Data manager,M1802,50
